,Time,Lat,Long,xCO2,xCO2_uncert
0,2014-09-07 19:11:30+00:00,25.68096351623535,-87.83446502685547,0.0003860256401821971,1.365720549983962e-06
1,2014-09-07 19:11:31+00:00,25.714656829833984,-87.8554916381836,0.0003908898797817528,1.143093868449796e-06
2,2014-09-07 19:11:31+00:00,25.707902908325195,-87.8473892211914,0.0003910559753421694,1.3678180721399258e-06
3,2014-09-07 19:11:31+00:00,25.701065063476562,-87.83931732177734,0.00039046857273206115,1.3548630022341968e-06
4,2014-09-07 19:11:32+00:00,25.761306762695312,-87.85401153564453,0.00038226417382247746,1.159656221716432e-06
5,2014-09-07 19:11:32+00:00,25.80143928527832,-87.86381530761719,0.00038794815191067755,1.1783474747062428e-06
6,2014-09-07 19:11:33+00:00,25.835044860839844,-87.88497161865234,0.00038867024704813957,1.4474496765615186e-06
7,2014-09-07 19:11:33+00:00,25.82831573486328,-87.8768310546875,0.00038895884063094854,1.2799127944163047e-06
8,2014-09-07 19:11:33+00:00,25.81462860107422,-87.86065673828125,0.00038505077827721834,1.2094469639123417e-06
9,2014-09-07 19:11:33+00:00,25.807767868041992,-87.85273742675781,0.000379145669285208,1.158035729531548e-06
10,2014-09-07 19:11:33+00:00,25.827844619750977,-87.85760498046875,0.00038646915345452726,1.1936774626519764e-06
11,2014-09-07 19:11:34+00:00,25.84792137145996,-87.86247253417969,0.0003891623637173325,1.308810169575736e-06
12,2014-09-07 19:11:34+00:00,25.840993881225586,-87.85458374023438,0.0003873721288982779,1.2485376146287308e-06
13,2014-09-07 19:11:34+00:00,25.834009170532227,-87.84677124023438,0.0003823463630396873,1.0911350045716972e-06
14,2014-09-07 19:11:34+00:00,25.82695960998535,-87.83903503417969,0.00037691486068069935,1.147965463133005e-06
15,2014-09-07 19:11:34+00:00,25.854095458984375,-87.85163116455078,0.00038359363679774106,1.1723452644218924e-06
16,2014-09-07 19:11:34+00:00,25.928693771362305,-87.90129852294922,0.00037150047137402,1.293838863603014e-06
17,2014-09-07 19:11:34+00:00,25.921905517578125,-87.89315032958984,0.00037434298428706825,1.2354219052213011e-06
18,2014-09-07 19:11:36+00:00,25.967805862426758,-87.873046875,0.0003844263846985996,1.3436722383630695e-06
19,2014-09-07 19:11:44+00:00,26.463939666748047,-88.00821685791016,0.00038027710979804397,1.1222534794796957e-06
20,2014-09-07 19:11:44+00:00,26.517492294311523,-88.054443359375,0.0003886129707098007,1.3822474329572287e-06
21,2014-09-07 19:11:44+00:00,26.47031021118164,-87.9972152709961,0.00038071672315709293,1.1933510677408776e-06
22,2014-09-07 19:11:45+00:00,26.537790298461914,-88.03939056396484,0.00039131060475483537,1.3517782235794584e-06
23,2014-09-07 19:11:46+00:00,26.57120132446289,-88.0413589477539,0.00038686563493683934,1.308071773564734e-06
24,2014-09-07 19:11:46+00:00,26.570758819580078,-88.02227783203125,0.0003882840392179787,1.3907887250752538e-06
25,2014-09-07 19:11:46+00:00,26.590734481811523,-88.02729797363281,0.00038192374631762505,1.235029913004837e-06
26,2014-09-07 19:12:06+00:00,27.775283813476562,-88.3230972290039,0.0003815508389379829,1.2147685310992529e-06
27,2014-09-07 19:12:09+00:00,27.98857307434082,-88.41166687011719,0.00037636165507137775,1.5077832813403802e-06
28,2014-09-09 18:59:24+00:00,24.976444244384766,-86.72599029541016,0.00039301501237787306,4.867682719122968e-07
29,2014-09-09 18:59:24+00:00,24.995071411132812,-86.73113250732422,0.00039341318188235164,4.540487452686648e-07
30,2014-09-09 18:59:24+00:00,24.988100051879883,-86.72206115722656,0.0003930280508939177,5.121203230373794e-07
31,2014-09-09 18:59:24+00:00,24.981029510498047,-86.71302795410156,0.00039157498395070434,1.1617819382081507e-06
32,2014-09-09 18:59:25+00:00,24.966745376586914,-86.69522857666016,0.0003906401398126036,9.118234629568178e-07
33,2014-09-09 18:59:25+00:00,25.01368522644043,-86.73625946044922,0.0003934736887458712,4.336768029133964e-07
34,2014-09-09 18:59:25+00:00,25.006715774536133,-86.72718811035156,0.00039331818697974086,4.4277024358052586e-07
35,2014-09-09 18:59:25+00:00,24.999649047851562,-86.71814727783203,0.0003903736942447722,4.467954397568974e-07
36,2014-09-09 18:59:25+00:00,24.992509841918945,-86.70915985107422,0.0003901050367858261,5.314224154062686e-07
37,2014-09-09 18:59:25+00:00,24.985370635986328,-86.70032501220703,0.00039158662548288703,5.098709721096384e-07
38,2014-09-09 18:59:25+00:00,24.978145599365234,-86.6915512084961,0.0003928432415705174,4.776128434968996e-07
39,2014-09-09 18:59:25+00:00,24.970849990844727,-86.68285369873047,0.0003937654837500304,4.479530275602883e-07
40,2014-09-09 18:59:25+00:00,24.963481903076172,-86.67424011230469,0.000390299508580938,1.1000163340213476e-06
41,2014-09-09 18:59:25+00:00,25.03229331970215,-86.74139404296875,0.000394289440009743,4.412057990066387e-07
42,2014-09-09 18:59:25+00:00,25.025327682495117,-86.73230743408203,0.00039325319812633097,4.1807371076174604e-07
43,2014-09-09 18:59:25+00:00,25.018264770507812,-86.72325897216797,0.00039284644299186766,4.38019895909747e-07
44,2014-09-09 18:59:25+00:00,25.01112937927246,-86.71427154541016,0.000392741261748597,4.309497398935491e-07
45,2014-09-09 18:59:25+00:00,25.003995895385742,-86.70542907714844,0.0003921452444046736,4.3932595872320235e-07
46,2014-09-09 18:59:25+00:00,24.996774673461914,-86.69664001464844,0.000392613816075027,4.834474225390295e-07
47,2014-09-09 18:59:25+00:00,24.989484786987305,-86.68794250488281,0.00039300762000493705,5.127497502144251e-07
48,2014-09-09 18:59:25+00:00,24.982118606567383,-86.67931365966797,0.0003934732230845839,4.606291952313768e-07
49,2014-09-09 18:59:25+00:00,25.036882400512695,-86.7283706665039,0.00039284705417230725,4.664685206989816e-07
50,2014-09-09 18:59:25+00:00,25.02975082397461,-86.71937561035156,0.0003933982807211578,4.1779691173360334e-07
51,2014-09-09 18:59:26+00:00,25.022621154785156,-86.71052551269531,0.0003936967987101525,4.056085742831783e-07
52,2014-09-09 18:59:26+00:00,25.01540756225586,-86.70172882080078,0.000394333474105224,4.1899298253156303e-07
53,2014-09-09 18:59:26+00:00,25.00812339782715,-86.6930160522461,0.00039331355947069824,4.3693989937310107e-07
54,2014-09-09 18:59:26+00:00,25.00076675415039,-86.68438720703125,0.0003924471384380013,6.150304443508503e-07
55,2014-09-09 18:59:26+00:00,25.04840660095215,-86.72444915771484,0.00039245339576154947,6.572884672095824e-07
56,2014-09-09 18:59:26+00:00,25.041284561157227,-86.71559143066406,0.0003931218234356493,4.2182489323749905e-07
57,2014-09-09 18:59:26+00:00,25.034074783325195,-86.706787109375,0.0003935394634027034,4.1897769165188947e-07
58,2014-09-09 18:59:26+00:00,25.026796340942383,-86.69806671142578,0.00039340631337836385,4.0269239320878114e-07
59,2014-09-09 18:59:26+00:00,25.019441604614258,-86.68942260742188,0.00039408376323990524,4.368067152427102e-07
60,2014-09-09 18:59:26+00:00,25.05274200439453,-86.71183776855469,0.0003932088438887149,8.078024507085502e-07
61,2014-09-09 18:59:26+00:00,25.045467376708984,-86.70310974121094,0.0003927136422134936,4.297445741485717e-07
62,2014-09-09 18:59:26+00:00,25.038118362426758,-86.69446563720703,0.00039292036672122777,4.041409056299017e-07
63,2014-09-09 18:59:27+00:00,25.056787490844727,-86.69950866699219,0.0003939030284527689,4.4211907379576587e-07
64,2014-09-09 18:59:41+00:00,25.92096710205078,-86.98865509033203,0.00039282787474803627,4.590694970829645e-07
65,2014-09-09 18:59:41+00:00,25.914201736450195,-86.97923278808594,0.00039282094803638756,5.334892421160475e-07
66,2014-09-09 18:59:41+00:00,25.939390182495117,-86.99385833740234,0.0003917136345990002,4.6149608579071355e-07
