OBJECTID,Join_Count,TARGET_FID,longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),xco2 (Moles Mole^{-1}),OBJECTID,County Name,State Name,STATE_FIPS,CNTY_FIPS,FIPS,Population (2017),Pop. per Sq. Mi.,POP2010,Population per Sq. Mi.,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,Shape_Leng,Shape__Area,Shape__Length,x,y
72,1,794,-85.84426403,-85.9687757492:-85.7197523117,30.51192158,30.3881053143:30.6357378455,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039811,407,Washington,Florida,12,133,12133,25039,40.60000000,24896,40.40000000,20014,3745,319,134,15,733,149,520,13575,11321,1444,1404,1465,1596,1528,3209,3474,3820,3129,2328,1124,375,40.30000000,38.60000000,42.70000000,8864,2.50000000,1052,1213,1737,2806,300,729,6195,2.97000000,10796,1932,6894,1970,406.00000000,144.00000000,18381.00000000,33369.00000000,616.11000000,2.38920177,2161335259.43554688,284283.78138910,-85.8442640305127,30.5119215798839
73,1,1366,-81.85988903,-81.9844007492:-81.7353773117,27.04506614,26.9212498778:27.1688824089,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039869,2305,DeSoto,Florida,12,027,12027,36506,57.10000000,34862,54.50000000,23094,4431,137,178,11,10425,6178,833,19718,15144,2278,2103,2027,2456,2678,4607,4173,4348,3964,3567,2055,606,38.00000000,36.10000000,41.10000000,11445,2.71000000,1166,1446,2044,3632,453,1034,7903,3.10000000,14590,3145,8237,3208,836.00000000,362.00000000,62382.00000000,237166.00000000,639.33000000,1.60520515,2100984050.00000000,187239.62549006,-81.8598890307772,27.0450661432746
74,1,1328,-82.10891247,-82.2334241867:-81.9844007492,28.77849386,28.654677596:28.9023101272,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039879,2323,Sumter,Florida,12,119,12119,125329,216.10000000,93420,161.10000000,80893,9022,359,620,39,5582,1437,1050,48611,44809,2243,2348,2360,2542,2453,6452,7473,8574,18445,26733,11375,2422,62.40000000,61.10000000,63.40000000,41361,2.04000000,3915,6431,2572,23224,527,1260,29117,2.37000000,53026,11665,37085,4276,1367.00000000,134.00000000,20734.00000000,30773.00000000,579.90000000,2.18403386,1959458527.63281250,263441.95837242,-82.1089124677554,28.7784938615871
75,1,795,-85.84426403,-85.9687757492:-85.7197523117,30.75955411,30.6357378455:30.8833703766,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039903,405,Holmes,Florida,12,059,12059,19865,40.60000000,19927,40.80000000,18043,1147,160,87,27,444,74,389,10594,9333,1136,1130,1186,1310,1280,2346,2587,2896,2631,2021,1063,341,41.30000000,39.20000000,43.80000000,7354,2.47000000,909,1025,1480,2383,235,564,5102,2.96000000,8641,1287,5710,1644,801.00000000,132.00000000,34417.00000000,36105.00000000,488.76000000,1.75052834,1723669703.13476563,206544.51317438,-85.8442640305127,30.7595541113741
76,1,1233,-81.85988903,-81.9844007492:-81.7353773117,27.78796374,27.6641474713:27.9117800025,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039919,2320,Polk,Florida,12,105,12105,662431,329.40000000,602095,299.40000000,452854,88833,2706,9760,360,106532,32847,14735,295313,306782,38839,39316,39282,40847,36499,71248,73447,80077,74244,60758,35544,11994,39.80000000,38.60000000,41.00000000,227485,2.59000000,23284,30914,43953,72298,7154,20589,159323,3.05000000,281214,53729,160442,67043,2415.00000000,216.00000000,125095.00000000,145042.00000000,2011.18000000,3.78154987,6700732461.01367188,444348.53137665,-81.8598890307772,27.7879637366943
77,1,1365,-81.85988903,-81.9844007492:-81.7353773117,26.79743361,26.6736173466:26.9212498778,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039935,2303,Charlotte,Florida,12,015,12015,173978,244.20000000,159978,224.50000000,144059,9089,417,1912,59,9213,1767,2675,77762,82216,5545,6031,6773,7336,5805,11186,14095,21232,27376,28945,18884,6770,55.80000000,54.60000000,56.80000000,73370,2.14000000,8540,12392,7714,31433,1374,3587,47873,2.57000000,100632,27262,58475,14895,284.00000000,765.00000000,18447.00000000,364087.00000000,712.50000000,7.41162500,2329901128.95117188,869393.95336887,-81.8598890307772,26.7974336122037
78,1,1698,-81.61086559,-81.7353773117:-81.4863538742,26.54980108,26.4259848154:26.6736173466,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039952,2299,Lee,Florida,12,071,12071,720426,880.20000000,618754,756.00000000,513496,51069,2193,8461,380,113308,30290,12865,303600,315154,32866,33330,33995,35161,32993,65878,70476,81757,87192,80910,47595,16601,45.60000000,44.20000000,46.90000000,259818,2.35000000,29764,39580,39646,92780,7037,17568,171026,2.81000000,371099,111281,184477,75341,844.00000000,103.00000000,22816.00000000,125478.00000000,818.47000000,13.94883487,2661177023.96875000,1642507.80511854,-81.6108655929007,26.5498010810303
79,1,1115,-80.11672497,-80.2412366867:-79.9922132492,26.05453602,25.930719753:26.1783522842,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039965,2310,Broward,Florida,12,011,12011,1883555,1538.20000000,1748066,1427.50000000,1102231,467519,5065,56795,911,438247,64694,50851,846571,901495,103256,104071,112207,114200,104783,224479,251425,277040,207181,125353,82545,41526,39.60000000,38.40000000,40.70000000,686047,2.52000000,88038,109501,134277,159340,18672,65560,434488,3.14000000,810388,124341,456732,229315,615.00000000,24.00000000,4292.00000000,77100.00000000,1224.55000000,2.36112156,3952633066.09570313,272741.63025399,-80.1167249683368,26.0545360183292
80,1,1697,-81.61086559,-81.7353773117:-81.4863538742,26.30216855,26.1783522842:26.4259848154,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00039985,2300,Collier,Florida,12,021,12021,368652,180.90000000,321520,157.70000000,269596,21087,1123,3507,125,83177,19920,6162,158494,163026,16836,17277,17451,17613,15516,32550,35557,40829,42940,46154,29290,9507,46.90000000,45.30000000,48.50000000,133179,2.38000000,14244,21364,21524,50628,3301,7504,89276,2.84000000,197298,64119,96159,37020,319.00000000,387.00000000,66948.00000000,635582.00000000,2038.27000000,13.57125310,6575313648.75781250,1594232.20616388,-81.6108655929007,26.3021685501017
81,1,1699,-81.61086559,-81.7353773117:-81.4863538742,26.79743361,26.6736173466:26.9212498778,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00040009,2303,Charlotte,Florida,12,015,12015,173978,244.20000000,159978,224.50000000,144059,9089,417,1912,59,9213,1767,2675,77762,82216,5545,6031,6773,7336,5805,11186,14095,21232,27376,28945,18884,6770,55.80000000,54.60000000,56.80000000,73370,2.14000000,8540,12392,7714,31433,1374,3587,47873,2.57000000,100632,27262,58475,14895,284.00000000,765.00000000,18447.00000000,364087.00000000,712.50000000,7.41162500,2329901128.95117188,869393.95336887,-81.6108655929007,26.7974336122037
82,1,1696,-81.61086559,-81.7353773117:-81.4863538742,26.05453602,25.930719753:26.1783522842,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00040033,2300,Collier,Florida,12,021,12021,368652,180.90000000,321520,157.70000000,269596,21087,1123,3507,125,83177,19920,6162,158494,163026,16836,17277,17451,17613,15516,32550,35557,40829,42940,46154,29290,9507,46.90000000,45.30000000,48.50000000,133179,2.38000000,14244,21364,21524,50628,3301,7504,89276,2.84000000,197298,64119,96159,37020,319.00000000,387.00000000,66948.00000000,635582.00000000,2038.27000000,13.57125310,6575313648.75781250,1594232.20616388,-81.6108655929007,26.0545360183292
83,1,1971,-80.36574841,-80.4902601242:-80.2412366867,27.54033121,27.4165149401:27.6641474713,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00040083,2314,St. Lucie,Florida,12,111,12111,302601,523.40000000,277789,480.50000000,199336,53036,1123,4334,161,45995,12512,7287,135859,141930,16418,16964,17757,17656,14680,30110,34617,39265,34944,29395,19384,6599,42.40000000,41.30000000,43.50000000,108523,2.53000000,11380,14892,20300,35036,3195,9066,74963,2.99000000,137029,28506,80766,27757,406.00000000,481.00000000,66559.00000000,413975.00000000,578.14000000,2.92018876,1906298475.91601563,345637.08436659,-80.365748405315,27.5403312055529
84,1,338,-85.59524059,-85.7197523117:-85.4707288742,30.26428905,30.1404727831:30.3881053143,20150702120000.00000000,20150101000000:20160101000000,171.28717041,0.0:342.57434082,0.00040390,403,Bay,Florida,12,005,12005,180035,233.60000000,168852,219.10000000,138731,18180,1153,3353,161,8107,2039,5235,83656,85196,10633,10014,9993,10889,11624,22150,21581,26508,20901,13678,8047,2834,39.40000000,38.20000000,40.60000000,68438,2.41000000,8756,10052,12457,19369,2160,5872,44451,2.92000000,99650,31212,43207,25231,115.00000000,91.00000000,2689.00000000,23632.00000000,770.83000000,8.69770929,2685985794.03906250,1039414.17971911,-85.5952405926362,30.2642890489216
