ObjectId,Join_Count,TARGET_FID,longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),xco2 (Moles Mole^{-1}),OBJECTID,County Name,State Name,STATE_FIPS,CNTY_FIPS,FIPS,Population (2017),Pop. per Sq. Mi.,POP2010,Population per Sq. Mi.,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,Shape_Leng,Shape__Area,Shape__Length,x,y
72,1,984,-85.34621716,-85.4707288742:-85.2217054367,30.75955411,30.6357378455:30.8833703766,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,406,Jackson,Florida,12,063,12063,50086,52.50000000,49746,52.10000000,34373,13231,335,239,51,2143,596,921,27252,22494,2610,2769,2697,3170,3237,6344,7087,7537,6494,4355,2477,969,40.60000000,39.10000000,43.00000000,17417,2.40000000,2258,2769,2957,5078,520,1752,11637,2.92000000,21003,3586,12880,4537,1160.00000000,226.00000000,117569.00000000,79907.00000000,954.70000000,2.25285740,3361882822.60351563,265007.37940557,-85.346217155658,30.7595541113741
73,1,1001,-81.85988903,-81.9844007492:-81.7353773117,27.54033121,27.4165149401:27.6641474713,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00040157,2307,Hardee,Florida,12,049,12049,28518,44.70000000,27731,43.40000000,20013,1936,172,298,12,11895,4754,546,14868,12863,2227,2173,2041,2178,2202,3770,3462,3354,2749,2071,1118,386,32.80000000,31.60000000,34.20000000,8245,3.12000000,775,809,2133,2260,377,829,6172,3.52000000,9722,1477,5733,2512,982.00000000,279.00000000,51767.00000000,222378.00000000,638.32000000,1.60152202,2109170679.76171875,187032.69923498,-81.8598890307772,27.5403312055529
74,1,1003,-81.36184216,-81.4863538742:-81.2373304367,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2346,St. Johns,Florida,12,109,12109,238439,362.00000000,190039,288.50000000,169794,10684,551,3920,149,9972,1576,3365,92425,97614,10106,12371,13207,12944,9871,18603,25701,30774,26669,16708,9408,3677,42.20000000,41.30000000,43.00000000,75338,2.49000000,7457,10388,17789,24462,1644,4555,52223,2.95000000,89830,14492,57862,17476,188.00000000,179.00000000,18473.00000000,370528.00000000,658.69000000,4.69416620,2277942204.72265625,570105.84561881,-81.3618421550242,30.0166565178778
75,1,1005,-81.85988903,-81.9844007492:-81.7353773117,27.78796374,27.6641474713:27.9117800025,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039887,2320,Polk,Florida,12,105,12105,662431,329.40000000,602095,299.40000000,452854,88833,2706,9760,360,106532,32847,14735,295313,306782,38839,39316,39282,40847,36499,71248,73447,80077,74244,60758,35544,11994,39.80000000,38.60000000,41.00000000,227485,2.59000000,23284,30914,43953,72298,7154,20589,159323,3.05000000,281214,53729,160442,67043,2415.00000000,216.00000000,125095.00000000,145042.00000000,2011.18000000,3.78154987,6700732461.01367188,444348.53137665,-81.8598890307772,27.7879637366943
76,1,1006,-81.85988903,-81.9844007492:-81.7353773117,28.03559627,27.9117800025:28.1594125337,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2320,Polk,Florida,12,105,12105,662431,329.40000000,602095,299.40000000,452854,88833,2706,9760,360,106532,32847,14735,295313,306782,38839,39316,39282,40847,36499,71248,73447,80077,74244,60758,35544,11994,39.80000000,38.60000000,41.00000000,227485,2.59000000,23284,30914,43953,72298,7154,20589,159323,3.05000000,281214,53729,160442,67043,2415.00000000,216.00000000,125095.00000000,145042.00000000,2011.18000000,3.78154987,6700732461.01367188,444348.53137665,-81.8598890307772,28.0355962683452
77,1,1007,-81.85988903,-81.9844007492:-81.7353773117,28.28322880,28.1594125337:28.4070450648,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2320,Polk,Florida,12,105,12105,662431,329.40000000,602095,299.40000000,452854,88833,2706,9760,360,106532,32847,14735,295313,306782,38839,39316,39282,40847,36499,71248,73447,80077,74244,60758,35544,11994,39.80000000,38.60000000,41.00000000,227485,2.59000000,23284,30914,43953,72298,7154,20589,159323,3.05000000,281214,53729,160442,67043,2415.00000000,216.00000000,125095.00000000,145042.00000000,2011.18000000,3.78154987,6700732461.01367188,444348.53137665,-81.8598890307772,28.2832287990415
78,1,1008,-81.85988903,-81.9844007492:-81.7353773117,28.53086133,28.4070450648:28.654677596,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2325,Lake,Florida,12,069,12069,339742,293.60000000,297052,256.70000000,243624,29103,1472,5173,215,36009,10778,6687,143937,153115,16233,17115,17575,17224,13499,28912,35306,39751,39612,39112,24330,8383,45.70000000,44.40000000,46.90000000,121289,2.42000000,12305,18274,21246,44737,2949,8326,83792,2.86000000,144996,23707,92802,28487,1784.00000000,85.00000000,36001.00000000,79631.00000000,1157.08000000,3.18414521,3913963502.69726563,383917.55908640,-81.8598890307772,28.5308613305037
79,1,1009,-81.85988903,-81.9844007492:-81.7353773117,28.77849386,28.654677596:28.9023101272,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2325,Lake,Florida,12,069,12069,339742,293.60000000,297052,256.70000000,243624,29103,1472,5173,215,36009,10778,6687,143937,153115,16233,17115,17575,17224,13499,28912,35306,39751,39612,39112,24330,8383,45.70000000,44.40000000,46.90000000,121289,2.42000000,12305,18274,21246,44737,2949,8326,83792,2.86000000,144996,23707,92802,28487,1784.00000000,85.00000000,36001.00000000,79631.00000000,1157.08000000,3.18414521,3913963502.69726563,383917.55908640,-81.8598890307772,28.7784938615871
80,1,1010,-81.85988903,-81.9844007492:-81.7353773117,29.02612639,28.9023101272:29.1499426584,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2324,Marion,Florida,12,083,12083,350915,211.00000000,331298,199.20000000,268284,40828,1309,4407,144,36137,9512,6814,158993,172305,17112,17413,18029,19033,16336,31810,35855,44391,46001,47094,28822,9402,47.30000000,45.90000000,48.60000000,137726,2.35000000,14876,21873,19921,50137,3488,10412,92554,2.80000000,164050,26324,105075,32651,3870.00000000,83.00000000,69750.00000000,48624.00000000,1662.75000000,3.40145914,5672866755.15625000,402715.74911508,-81.8598890307772,29.026126392505
81,1,1011,-81.85988903,-81.9844007492:-81.7353773117,29.27375892,29.1499426584:29.3975751896,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2324,Marion,Florida,12,083,12083,350915,211.00000000,331298,199.20000000,268284,40828,1309,4407,144,36137,9512,6814,158993,172305,17112,17413,18029,19033,16336,31810,35855,44391,46001,47094,28822,9402,47.30000000,45.90000000,48.60000000,137726,2.35000000,14876,21873,19921,50137,3488,10412,92554,2.80000000,164050,26324,105075,32651,3870.00000000,83.00000000,69750.00000000,48624.00000000,1662.75000000,3.40145914,5672866755.15625000,402715.74911508,-81.8598890307772,29.2737589242642
82,1,1012,-81.85988903,-81.9844007492:-81.7353773117,29.52139146,29.3975751896:29.6452077207,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2344,Putnam,Florida,12,107,12107,74098,89.60000000,74364,89.90000000,57468,12030,359,455,53,6706,2705,1294,36884,37480,4689,4506,4675,4930,4046,7747,7987,11014,10700,7965,4637,1468,43.30000000,42.00000000,44.70000000,29409,2.48000000,3733,4141,4696,9161,930,2760,19737,2.97000000,37337,7928,22333,7076,430.00000000,164.00000000,10329.00000000,102760.00000000,827.11000000,2.25013045,2843838566.34765625,268274.15519390,-81.8598890307772,29.5213914549563
83,1,1013,-81.85988903,-81.9844007492:-81.7353773117,29.76902399,29.6452077207:29.8928402519,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2344,Putnam,Florida,12,107,12107,74098,89.60000000,74364,89.90000000,57468,12030,359,455,53,6706,2705,1294,36884,37480,4689,4506,4675,4930,4046,7747,7987,11014,10700,7965,4637,1468,43.30000000,42.00000000,44.70000000,29409,2.48000000,3733,4141,4696,9161,930,2760,19737,2.97000000,37337,7928,22333,7076,430.00000000,164.00000000,10329.00000000,102760.00000000,827.11000000,2.25013045,2843838566.34765625,268274.15519390,-81.8598890307772,29.7690239862139
84,1,1014,-81.85988903,-81.9844007492:-81.7353773117,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2345,Clay,Florida,12,019,12019,209524,325.50000000,190865,296.50000000,156087,18831,871,5589,214,14609,3645,5628,93491,97374,11869,13625,15002,15061,10835,21693,27375,30089,23024,13504,6545,2243,37.80000000,36.80000000,38.70000000,68792,2.76000000,5810,7138,18544,21507,2180,6086,52419,3.13000000,75478,6686,52567,16225,403.00000000,128.00000000,5229.00000000,22971.00000000,643.67000000,1.79206231,2229600069.15820313,214604.05417723,-81.8598890307772,30.0166565178778
85,1,1015,-81.85988903,-81.9844007492:-81.7353773117,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2349,Duval,Florida,12,031,12031,932755,1098.20000000,864263,1017.60000000,526044,255018,3413,35901,794,65398,18427,24666,419425,444838,59501,55355,55072,58187,66043,128855,116948,128368,99765,53263,30136,12770,35.80000000,34.40000000,37.10000000,342450,2.47000000,43874,53369,62758,80809,9651,38248,218254,3.04000000,388486,46036,211077,131373,352.00000000,80.00000000,5546.00000000,45904.00000000,849.34000000,2.44142954,2962677663.10937500,291158.24588535,-81.8598890307772,30.2642890489216
86,1,1016,-81.85988903,-81.9844007492:-81.7353773117,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2350,Nassau,Florida,12,089,12089,80628,120.90000000,73314,110.00000000,65809,4668,308,639,50,2380,685,1155,36146,37168,3983,4325,4816,4628,3895,7613,9490,11563,11093,7396,3479,1033,42.90000000,42.00000000,43.70000000,28794,2.53000000,2874,3427,6008,10425,823,1872,20870,2.93000000,35009,6215,22449,6345,444.00000000,89.00000000,4877.00000000,14739.00000000,666.63000000,3.11233951,2338570075.46875000,374617.57724992,-81.8598890307772,30.5119215798839
87,1,1017,-81.85988903,-81.9844007492:-81.7353773117,30.75955411,30.6357378455:30.8833703766,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2350,Nassau,Florida,12,089,12089,80628,120.90000000,73314,110.00000000,65809,4668,308,639,50,2380,685,1155,36146,37168,3983,4325,4816,4628,3895,7613,9490,11563,11093,7396,3479,1033,42.90000000,42.00000000,43.70000000,28794,2.53000000,2874,3427,6008,10425,823,1872,20870,2.93000000,35009,6215,22449,6345,444.00000000,89.00000000,4877.00000000,14739.00000000,666.63000000,3.11233951,2338570075.46875000,374617.57724992,-81.8598890307772,30.7595541113741
88,1,1043,-81.61086559,-81.7353773117:-81.4863538742,26.05453602,25.930719753:26.1783522842,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00040016,2300,Collier,Florida,12,021,12021,368652,180.90000000,321520,157.70000000,269596,21087,1123,3507,125,83177,19920,6162,158494,163026,16836,17277,17451,17613,15516,32550,35557,40829,42940,46154,29290,9507,46.90000000,45.30000000,48.50000000,133179,2.38000000,14244,21364,21524,50628,3301,7504,89276,2.84000000,197298,64119,96159,37020,319.00000000,387.00000000,66948.00000000,635582.00000000,2038.27000000,13.57125310,6575313648.75781250,1594232.20616388,-81.6108655929007,26.0545360183292
89,1,1044,-81.61086559,-81.7353773117:-81.4863538742,26.30216855,26.1783522842:26.4259848154,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039702,2300,Collier,Florida,12,021,12021,368652,180.90000000,321520,157.70000000,269596,21087,1123,3507,125,83177,19920,6162,158494,163026,16836,17277,17451,17613,15516,32550,35557,40829,42940,46154,29290,9507,46.90000000,45.30000000,48.50000000,133179,2.38000000,14244,21364,21524,50628,3301,7504,89276,2.84000000,197298,64119,96159,37020,319.00000000,387.00000000,66948.00000000,635582.00000000,2038.27000000,13.57125310,6575313648.75781250,1594232.20616388,-81.6108655929007,26.3021685501017
90,1,1045,-81.61086559,-81.7353773117:-81.4863538742,26.54980108,26.4259848154:26.6736173466,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039709,2299,Lee,Florida,12,071,12071,720426,880.20000000,618754,756.00000000,513496,51069,2193,8461,380,113308,30290,12865,303600,315154,32866,33330,33995,35161,32993,65878,70476,81757,87192,80910,47595,16601,45.60000000,44.20000000,46.90000000,259818,2.35000000,29764,39580,39646,92780,7037,17568,171026,2.81000000,371099,111281,184477,75341,844.00000000,103.00000000,22816.00000000,125478.00000000,818.47000000,13.94883487,2661177023.96875000,1642507.80511854,-81.6108655929007,26.5498010810303
91,1,1046,-81.61086559,-81.7353773117:-81.4863538742,26.79743361,26.6736173466:26.9212498778,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039994,2303,Charlotte,Florida,12,015,12015,173978,244.20000000,159978,224.50000000,144059,9089,417,1912,59,9213,1767,2675,77762,82216,5545,6031,6773,7336,5805,11186,14095,21232,27376,28945,18884,6770,55.80000000,54.60000000,56.80000000,73370,2.14000000,8540,12392,7714,31433,1374,3587,47873,2.57000000,100632,27262,58475,14895,284.00000000,765.00000000,18447.00000000,364087.00000000,712.50000000,7.41162500,2329901128.95117188,869393.95336887,-81.6108655929007,26.7974336122037
92,1,1047,-81.61086559,-81.7353773117:-81.4863538742,27.04506614,26.9212498778:27.1688824089,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039977,2305,DeSoto,Florida,12,027,12027,36506,57.10000000,34862,54.50000000,23094,4431,137,178,11,10425,6178,833,19718,15144,2278,2103,2027,2456,2678,4607,4173,4348,3964,3567,2055,606,38.00000000,36.10000000,41.10000000,11445,2.71000000,1166,1446,2044,3632,453,1034,7903,3.10000000,14590,3145,8237,3208,836.00000000,362.00000000,62382.00000000,237166.00000000,639.33000000,1.60520515,2100984050.00000000,187239.62549006,-81.6108655929007,27.0450661432746
93,1,1048,-81.61086559,-81.7353773117:-81.4863538742,27.29269867,27.1688824089:27.4165149401,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2305,DeSoto,Florida,12,027,12027,36506,57.10000000,34862,54.50000000,23094,4431,137,178,11,10425,6178,833,19718,15144,2278,2103,2027,2456,2678,4607,4173,4348,3964,3567,2055,606,38.00000000,36.10000000,41.10000000,11445,2.71000000,1166,1446,2044,3632,453,1034,7903,3.10000000,14590,3145,8237,3208,836.00000000,362.00000000,62382.00000000,237166.00000000,639.33000000,1.60520515,2100984050.00000000,187239.62549006,-81.6108655929007,27.2926986745012
94,1,1049,-81.61086559,-81.7353773117:-81.4863538742,27.54033121,27.4165149401:27.6641474713,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2307,Hardee,Florida,12,049,12049,28518,44.70000000,27731,43.40000000,20013,1936,172,298,12,11895,4754,546,14868,12863,2227,2173,2041,2178,2202,3770,3462,3354,2749,2071,1118,386,32.80000000,31.60000000,34.20000000,8245,3.12000000,775,809,2133,2260,377,829,6172,3.52000000,9722,1477,5733,2512,982.00000000,279.00000000,51767.00000000,222378.00000000,638.32000000,1.60152202,2109170679.76171875,187032.69923498,-81.6108655929007,27.5403312055529
95,1,1050,-81.61086559,-81.7353773117:-81.4863538742,27.78796374,27.6641474713:27.9117800025,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2320,Polk,Florida,12,105,12105,662431,329.40000000,602095,299.40000000,452854,88833,2706,9760,360,106532,32847,14735,295313,306782,38839,39316,39282,40847,36499,71248,73447,80077,74244,60758,35544,11994,39.80000000,38.60000000,41.00000000,227485,2.59000000,23284,30914,43953,72298,7154,20589,159323,3.05000000,281214,53729,160442,67043,2415.00000000,216.00000000,125095.00000000,145042.00000000,2011.18000000,3.78154987,6700732461.01367188,444348.53137665,-81.6108655929007,27.7879637366943
96,1,1051,-81.61086559,-81.7353773117:-81.4863538742,28.03559627,27.9117800025:28.1594125337,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2320,Polk,Florida,12,105,12105,662431,329.40000000,602095,299.40000000,452854,88833,2706,9760,360,106532,32847,14735,295313,306782,38839,39316,39282,40847,36499,71248,73447,80077,74244,60758,35544,11994,39.80000000,38.60000000,41.00000000,227485,2.59000000,23284,30914,43953,72298,7154,20589,159323,3.05000000,281214,53729,160442,67043,2415.00000000,216.00000000,125095.00000000,145042.00000000,2011.18000000,3.78154987,6700732461.01367188,444348.53137665,-81.6108655929007,28.0355962683452
97,1,1052,-81.61086559,-81.7353773117:-81.4863538742,28.28322880,28.1594125337:28.4070450648,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2319,Osceola,Florida,12,097,12097,333980,221.90000000,268685,178.50000000,190641,30369,1452,7406,294,122146,27623,10900,131634,137051,17796,18815,20572,21442,18007,35301,39484,38876,28736,17613,8990,3053,35.60000000,34.40000000,36.80000000,90603,2.93000000,7601,8661,23209,24354,3608,10308,68547,3.30000000,128170,37567,58541,32062,365.00000000,1499.00000000,29700.00000000,297659.00000000,1505.11000000,3.41145679,5025147740.94531250,402224.41891133,-81.6108655929007,28.2832287990415
98,1,1053,-81.61086559,-81.7353773117:-81.4863538742,28.53086133,28.4070450648:28.654677596,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2326,Orange,Florida,12,095,12095,1332714,1328.20000000,1145956,1142.10000000,728795,238241,4532,56581,1266,308244,77216,39325,564326,581630,74185,73754,74975,88367,105821,177117,164468,162059,114291,62011,35392,13516,33.70000000,32.70000000,34.70000000,421847,2.64000000,50043,54789,88385,95101,13126,43903,273454,3.19000000,487839,65992,243950,177897,662.00000000,200.00000000,13790.00000000,395193.00000000,1003.37000000,2.82596616,3378189025.88281250,329193.04601973,-81.6108655929007,28.5308613305037
99,1,1054,-81.61086559,-81.7353773117:-81.4863538742,28.77849386,28.654677596:28.9023101272,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2326,Orange,Florida,12,095,12095,1332714,1328.20000000,1145956,1142.10000000,728795,238241,4532,56581,1266,308244,77216,39325,564326,581630,74185,73754,74975,88367,105821,177117,164468,162059,114291,62011,35392,13516,33.70000000,32.70000000,34.70000000,421847,2.64000000,50043,54789,88385,95101,13126,43903,273454,3.19000000,487839,65992,243950,177897,662.00000000,200.00000000,13790.00000000,395193.00000000,1003.37000000,2.82596616,3378189025.88281250,329193.04601973,-81.6108655929007,28.7784938615871
100,1,1055,-81.61086559,-81.7353773117:-81.4863538742,29.02612639,28.9023101272:29.1499426584,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2325,Lake,Florida,12,069,12069,339742,293.60000000,297052,256.70000000,243624,29103,1472,5173,215,36009,10778,6687,143937,153115,16233,17115,17575,17224,13499,28912,35306,39751,39612,39112,24330,8383,45.70000000,44.40000000,46.90000000,121289,2.42000000,12305,18274,21246,44737,2949,8326,83792,2.86000000,144996,23707,92802,28487,1784.00000000,85.00000000,36001.00000000,79631.00000000,1157.08000000,3.18414521,3913963502.69726563,383917.55908640,-81.6108655929007,29.026126392505
101,1,1056,-81.61086559,-81.7353773117:-81.4863538742,29.27375892,29.1499426584:29.3975751896,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2353,Volusia,Florida,12,127,12127,528719,433.30000000,494593,405.40000000,408256,51791,1778,7567,204,55217,14487,10510,241715,252878,24337,24819,26923,31095,30798,50842,56611,74193,70686,53767,35872,14650,45.30000000,43.50000000,46.70000000,208236,2.31000000,26605,34834,30687,64711,5417,15076,130386,2.84000000,254226,45990,150443,57793,1363.00000000,78.00000000,23360.00000000,81802.00000000,1220.16000000,10.94850484,4150939512.52734375,1312050.22080348,-81.6108655929007,29.2737589242642
102,1,1057,-81.61086559,-81.7353773117:-81.4863538742,29.52139146,29.3975751896:29.6452077207,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2344,Putnam,Florida,12,107,12107,74098,89.60000000,74364,89.90000000,57468,12030,359,455,53,6706,2705,1294,36884,37480,4689,4506,4675,4930,4046,7747,7987,11014,10700,7965,4637,1468,43.30000000,42.00000000,44.70000000,29409,2.48000000,3733,4141,4696,9161,930,2760,19737,2.97000000,37337,7928,22333,7076,430.00000000,164.00000000,10329.00000000,102760.00000000,827.11000000,2.25013045,2843838566.34765625,268274.15519390,-81.6108655929007,29.5213914549563
103,1,1058,-81.61086559,-81.7353773117:-81.4863538742,29.76902399,29.6452077207:29.8928402519,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2344,Putnam,Florida,12,107,12107,74098,89.60000000,74364,89.90000000,57468,12030,359,455,53,6706,2705,1294,36884,37480,4689,4506,4675,4930,4046,7747,7987,11014,10700,7965,4637,1468,43.30000000,42.00000000,44.70000000,29409,2.48000000,3733,4141,4696,9161,930,2760,19737,2.97000000,37337,7928,22333,7076,430.00000000,164.00000000,10329.00000000,102760.00000000,827.11000000,2.25013045,2843838566.34765625,268274.15519390,-81.6108655929007,29.7690239862139
104,1,1059,-81.61086559,-81.7353773117:-81.4863538742,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2346,St. Johns,Florida,12,109,12109,238439,362.00000000,190039,288.50000000,169794,10684,551,3920,149,9972,1576,3365,92425,97614,10106,12371,13207,12944,9871,18603,25701,30774,26669,16708,9408,3677,42.20000000,41.30000000,43.00000000,75338,2.49000000,7457,10388,17789,24462,1644,4555,52223,2.95000000,89830,14492,57862,17476,188.00000000,179.00000000,18473.00000000,370528.00000000,658.69000000,4.69416620,2277942204.72265625,570105.84561881,-81.6108655929007,30.0166565178778
105,1,1060,-81.61086559,-81.7353773117:-81.4863538742,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2349,Duval,Florida,12,031,12031,932755,1098.20000000,864263,1017.60000000,526044,255018,3413,35901,794,65398,18427,24666,419425,444838,59501,55355,55072,58187,66043,128855,116948,128368,99765,53263,30136,12770,35.80000000,34.40000000,37.10000000,342450,2.47000000,43874,53369,62758,80809,9651,38248,218254,3.04000000,388486,46036,211077,131373,352.00000000,80.00000000,5546.00000000,45904.00000000,849.34000000,2.44142954,2962677663.10937500,291158.24588535,-81.6108655929007,30.2642890489216
106,1,1061,-81.61086559,-81.7353773117:-81.4863538742,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2349,Duval,Florida,12,031,12031,932755,1098.20000000,864263,1017.60000000,526044,255018,3413,35901,794,65398,18427,24666,419425,444838,59501,55355,55072,58187,66043,128855,116948,128368,99765,53263,30136,12770,35.80000000,34.40000000,37.10000000,342450,2.47000000,43874,53369,62758,80809,9651,38248,218254,3.04000000,388486,46036,211077,131373,352.00000000,80.00000000,5546.00000000,45904.00000000,849.34000000,2.44142954,2962677663.10937500,291158.24588535,-81.6108655929007,30.5119215798839
107,1,1088,-81.36184216,-81.4863538742:-81.2373304367,26.05453602,25.930719753:26.1783522842,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039971,2300,Collier,Florida,12,021,12021,368652,180.90000000,321520,157.70000000,269596,21087,1123,3507,125,83177,19920,6162,158494,163026,16836,17277,17451,17613,15516,32550,35557,40829,42940,46154,29290,9507,46.90000000,45.30000000,48.50000000,133179,2.38000000,14244,21364,21524,50628,3301,7504,89276,2.84000000,197298,64119,96159,37020,319.00000000,387.00000000,66948.00000000,635582.00000000,2038.27000000,13.57125310,6575313648.75781250,1594232.20616388,-81.3618421550242,26.0545360183292
108,1,1089,-81.36184216,-81.4863538742:-81.2373304367,26.30216855,26.1783522842:26.4259848154,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2300,Collier,Florida,12,021,12021,368652,180.90000000,321520,157.70000000,269596,21087,1123,3507,125,83177,19920,6162,158494,163026,16836,17277,17451,17613,15516,32550,35557,40829,42940,46154,29290,9507,46.90000000,45.30000000,48.50000000,133179,2.38000000,14244,21364,21524,50628,3301,7504,89276,2.84000000,197298,64119,96159,37020,319.00000000,387.00000000,66948.00000000,635582.00000000,2038.27000000,13.57125310,6575313648.75781250,1594232.20616388,-81.3618421550242,26.3021685501017
109,1,1090,-81.36184216,-81.4863538742:-81.2373304367,26.54980108,26.4259848154:26.6736173466,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2301,Hendry,Florida,12,051,12051,39553,33.20000000,39140,32.90000000,23436,5261,672,279,24,19243,8421,1047,21198,17942,3131,2965,2863,3188,3004,5576,5266,5008,3648,2608,1409,474,32.80000000,32.40000000,33.40000000,12025,3.09000000,1272,1057,3098,2948,657,1354,8862,3.48000000,14564,2539,8324,3701,406.00000000,1221.00000000,262438.00000000,1231346.00000000,1189.65000000,2.77642536,3866420682.32031250,328050.12653486,-81.3618421550242,26.5498010810303
110,1,1091,-81.36184216,-81.4863538742:-81.2373304367,26.79743361,26.6736173466:26.9212498778,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2306,Glades,Florida,12,043,12043,13588,13.80000000,12884,13.10000000,9153,1588,589,51,2,2720,1280,221,7443,5441,718,645,661,687,718,1674,1662,1669,1683,1728,853,186,43.10000000,41.40000000,45.80000000,4533,2.52000000,641,528,738,1620,148,283,3039,2.96000000,6979,2446,3524,1009,331.00000000,1338.00000000,56473.00000000,321806.00000000,986.29000000,2.30624537,3228018047.88671875,269487.81911806,-81.3618421550242,26.7974336122037
111,1,1092,-81.36184216,-81.4863538742:-81.2373304367,27.04506614,26.9212498778:27.1688824089,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2308,Highlands,Florida,12,055,12055,102012,92.20000000,98786,89.30000000,79972,9263,471,1439,45,17157,5401,2195,48273,50513,4988,4858,4957,5211,4451,8612,8856,11709,13322,16367,11294,4161,51.50000000,49.70000000,53.20000000,42604,2.28000000,4963,7187,5501,16626,983,2668,28027,2.74000000,55386,12782,32830,9774,969.00000000,506.00000000,84007.00000000,282121.00000000,1106.38000000,2.89179818,3646034896.15625000,340384.75126863,-81.3618421550242,27.0450661432746
