ObjectId,Join_Count,TARGET_FID,longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),xco2 (Moles Mole^{-1}),OBJECTID,County Name,State Name,STATE_FIPS,CNTY_FIPS,FIPS,Population (2017),Pop. per Sq. Mi.,POP2010,Population per Sq. Mi.,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,Shape_Leng,Shape__Area,Shape__Length,x,y
31,1,659,-82.85598278,-82.9804944992:-82.7314710617,29.76902399,29.6452077207:29.8928402519,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2331,Gilchrist,Florida,12,041,12041,17436,49.10000000,16939,47.70000000,15396,897,84,60,12,845,242,248,8836,8103,909,955,1085,1381,1480,1613,1944,2440,2276,1670,838,348,40.70000000,37.30000000,43.70000000,6121,2.58000000,708,725,1271,2068,181,445,4357,3.02000000,7307,1186,5131,990,581.00000000,144.00000000,43744.00000000,152731.00000000,355.47000000,1.42401625,1225045618.00976563,170722.11818010,-82.8559827804865,29.7690239862139
32,1,660,-82.85598278,-82.9804944992:-82.7314710617,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2338,Suwannee,Florida,12,121,12121,44733,64.60000000,41551,60.00000000,34299,4754,211,228,15,3596,1271,773,20945,20606,2574,2595,2612,2654,2267,4680,4830,5875,5614,4448,2472,930,42.10000000,39.90000000,44.30000000,15953,2.52000000,1775,2305,2935,5095,560,1336,11035,2.97000000,19164,3211,12003,3950,1266.00000000,153.00000000,84084.00000000,234060.00000000,692.10000000,2.16552694,2407584535.05273438,261893.22155468,-82.8559827804865,30.0166565178778
33,1,661,-82.85598278,-82.9804944992:-82.7314710617,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2338,Suwannee,Florida,12,121,12121,44733,64.60000000,41551,60.00000000,34299,4754,211,228,15,3596,1271,773,20945,20606,2574,2595,2612,2654,2267,4680,4830,5875,5614,4448,2472,930,42.10000000,39.90000000,44.30000000,15953,2.52000000,1775,2305,2935,5095,560,1336,11035,2.97000000,19164,3211,12003,3950,1266.00000000,153.00000000,84084.00000000,234060.00000000,692.10000000,2.16552694,2407584535.05273438,261893.22155468,-82.8559827804865,30.2642890489216
34,1,662,-82.85598278,-82.9804944992:-82.7314710617,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039693,2337,Hamilton,Florida,12,047,12047,14344,27.60000000,14799,28.50000000,8851,5102,93,76,0,1306,420,257,8721,6078,776,781,822,971,1519,1962,1914,2178,1930,1181,579,186,38.00000000,35.20000000,42.50000000,4617,2.54000000,598,626,811,1343,142,499,3186,3.05000000,5778,1161,3434,1183,292.00000000,246.00000000,28351.00000000,155770.00000000,519.31000000,2.28967636,1817521910.00976563,268694.49476281,-82.8559827804865,30.5119215798839
35,1,697,-82.60695934,-82.7314710617:-82.4824476242,28.03559627,27.9117800025:28.1594125337,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2317,Hillsborough,Florida,12,057,12057,1382695,1288.10000000,1229226,1145.10000000,876137,205073,4779,42076,925,306635,61554,38682,599084,630142,80459,79737,82835,88167,91853,173877,174342,178058,134661,79772,46900,18565,36.00000000,35.10000000,37.00000000,474030,2.55000000,58180,70370,95631,114110,14457,46780,304864,3.11000000,536092,62062,288819,185211,2466.00000000,87.00000000,75764.00000000,153316.00000000,1073.47000000,6.64655011,3575258034.88671875,780915.85301325,-82.60695934261,28.0355962683452
36,1,698,-82.60695934,-82.7314710617:-82.4824476242,28.28322880,28.1594125337:28.4070450648,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2318,Pasco,Florida,12,101,12101,512082,669.30000000,464697,607.40000000,409784,20700,1646,9796,270,54536,12054,10447,225886,238811,25664,27278,28407,27637,22191,49207,60711,66594,60763,50870,32822,12553,43.60000000,42.40000000,44.80000000,189612,2.42000000,21081,28672,35180,61736,5224,13202,127079,2.90000000,228928,39316,146239,43373,1065.00000000,161.00000000,24708.00000000,69351.00000000,765.07000000,3.12889393,2566015732.44335938,364094.26813071,-82.60695934261,28.2832287990415
37,1,699,-82.60695934,-82.7314710617:-82.4824476242,28.53086133,28.4070450648:28.654677596,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2321,Hernando,Florida,12,053,12053,182273,372.60000000,172778,353.20000000,154598,8816,613,1859,74,17796,3318,3500,82534,90244,8504,9240,10095,9957,7823,15359,19093,23713,24471,23233,15780,5510,47.70000000,46.60000000,48.70000000,71745,2.38000000,7345,10890,11356,26635,1804,5039,49313,2.82000000,84504,12759,57774,13971,799.00000000,78.00000000,15457.00000000,35491.00000000,489.18000000,4.06333678,1648179545.53320313,474406.33689878,-82.60695934261,28.5308613305037
38,1,700,-82.60695934,-82.7314710617:-82.4824476242,28.77849386,28.654677596:28.9023101272,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2322,Citrus,Florida,12,017,12017,144825,229.30000000,141236,223.60000000,131350,3987,482,1996,38,6584,1106,2277,68359,72877,5537,5724,6602,7195,5357,9865,13079,19335,23501,24597,15166,5278,54.00000000,53.00000000,54.80000000,63304,2.20000000,7534,10375,7400,25674,1478,3393,41368,2.63000000,78026,14722,52100,11204,559.00000000,73.00000000,7259.00000000,25190.00000000,631.51000000,9.70646385,2139786161.96093750,1146041.46991926,-82.60695934261,28.7784938615871
39,1,701,-82.60695934,-82.7314710617:-82.4824476242,29.02612639,28.9023101272:29.1499426584,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2316,Levy,Florida,12,075,12075,41097,36.20000000,40801,36.00000000,34876,3832,170,229,24,3047,879,791,20078,20723,2299,2300,2426,2591,2086,4097,4594,6190,6304,4810,2431,673,45.00000000,44.30000000,45.50000000,16404,2.45000000,2023,2234,2759,5311,478,1349,11067,2.91000000,20123,3719,13155,3249,1053.00000000,159.00000000,59835.00000000,76335.00000000,1134.28000000,8.80001867,3878245959.93164063,1042816.23450187,-82.60695934261,29.026126392505
40,1,702,-82.60695934,-82.7314710617:-82.4824476242,29.27375892,29.1499426584:29.3975751896,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2316,Levy,Florida,12,075,12075,41097,36.20000000,40801,36.00000000,34876,3832,170,229,24,3047,879,791,20078,20723,2299,2300,2426,2591,2086,4097,4594,6190,6304,4810,2431,673,45.00000000,44.30000000,45.50000000,16404,2.45000000,2023,2234,2759,5311,478,1349,11067,2.91000000,20123,3719,13155,3249,1053.00000000,159.00000000,59835.00000000,76335.00000000,1134.28000000,8.80001867,3878245959.93164063,1042816.23450187,-82.60695934261,29.2737589242642
41,1,703,-82.60695934,-82.7314710617:-82.4824476242,29.52139146,29.3975751896:29.6452077207,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00040019,2316,Levy,Florida,12,075,12075,41097,36.20000000,40801,36.00000000,34876,3832,170,229,24,3047,879,791,20078,20723,2299,2300,2426,2591,2086,4097,4594,6190,6304,4810,2431,673,45.00000000,44.30000000,45.50000000,16404,2.45000000,2023,2234,2759,5311,478,1349,11067,2.91000000,20123,3719,13155,3249,1053.00000000,159.00000000,59835.00000000,76335.00000000,1134.28000000,8.80001867,3878245959.93164063,1042816.23450187,-82.60695934261,29.5213914549563
42,1,704,-82.60695934,-82.7314710617:-82.4824476242,29.76902399,29.6452077207:29.8928402519,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039738,2330,Alachua,Florida,12,001,12001,262216,270.60000000,247336,255.30000000,172156,50282,772,13235,134,20752,4211,6546,119786,127550,13068,11739,11669,23589,41515,36980,25508,29470,27171,14580,8375,3672,30.10000000,29.60000000,30.90000000,100516,2.32000000,13651,16705,14656,21921,1917,7983,53500,2.91000000,112766,12250,54768,45748,1662.00000000,113.00000000,58746.00000000,60865.00000000,968.91000000,2.63841660,3335777347.57617188,315203.53159364,-82.60695934261,29.7690239862139
43,1,705,-82.60695934,-82.7314710617:-82.4824476242,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039782,2336,Columbia,Florida,12,023,12023,69419,86.70000000,67531,84.30000000,52611,11818,346,622,42,3276,787,1305,34951,32580,4232,4156,4205,4514,4725,8200,8075,10210,8824,6043,3253,1094,39.90000000,38.00000000,41.90000000,24941,2.52000000,2979,3423,4635,7394,849,2428,17122,3.00000000,28636,3695,18213,6728,945.00000000,107.00000000,33356.00000000,114893.00000000,801.02000000,2.63125100,2788109867.94726563,319747.10459492,-82.60695934261,30.0166565178778
44,1,706,-82.60695934,-82.7314710617:-82.4824476242,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039753,2336,Columbia,Florida,12,023,12023,69419,86.70000000,67531,84.30000000,52611,11818,346,622,42,3276,787,1305,34951,32580,4232,4156,4205,4514,4725,8200,8075,10210,8824,6043,3253,1094,39.90000000,38.00000000,41.90000000,24941,2.52000000,2979,3423,4635,7394,849,2428,17122,3.00000000,28636,3695,18213,6728,945.00000000,107.00000000,33356.00000000,114893.00000000,801.02000000,2.63125100,2788109867.94726563,319747.10459492,-82.60695934261,30.2642890489216
45,1,707,-82.60695934,-82.7314710617:-82.4824476242,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00039886,2336,Columbia,Florida,12,023,12023,69419,86.70000000,67531,84.30000000,52611,11818,346,622,42,3276,787,1305,34951,32580,4232,4156,4205,4514,4725,8200,8075,10210,8824,6043,3253,1094,39.90000000,38.00000000,41.90000000,24941,2.52000000,2979,3423,4635,7394,849,2428,17122,3.00000000,28636,3695,18213,6728,945.00000000,107.00000000,33356.00000000,114893.00000000,801.02000000,2.63125100,2788109867.94726563,319747.10459492,-82.60695934261,30.5119215798839
46,1,762,-83.35402966,-83.4785413742:-83.2295179367,29.52139146,29.3975751896:29.6452077207,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2329,Dixie,Florida,12,029,12029,16299,22.90000000,16422,23.00000000,14584,1386,69,48,2,512,87,246,8842,7580,865,885,859,880,872,1852,1914,2574,2551,1997,923,250,45.30000000,44.20000000,46.70000000,6316,2.37000000,935,839,1023,2035,195,452,4144,2.88000000,9319,3003,5193,1123,204.00000000,222.00000000,10604.00000000,93684.00000000,713.08000000,5.30698355,2451881431.76171875,629160.26777294,-83.3540296553411,29.5213914549563
47,1,763,-83.35402966,-83.4785413742:-83.2295179367,29.76902399,29.6452077207:29.8928402519,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2328,Taylor,Florida,12,123,12123,22641,21.60000000,22570,21.50000000,16964,4669,180,153,6,777,205,393,12554,10016,1289,1193,1198,1256,1458,3013,3045,3472,3118,2152,1095,281,41.20000000,39.60000000,43.80000000,7920,2.44000000,972,1160,1330,2459,269,743,5389,2.93000000,11004,3084,6059,1861,181.00000000,207.00000000,2270.00000000,32160.00000000,1048.68000000,4.32986716,3637198521.32031250,518686.65395378,-83.3540296553411,29.7690239862139
48,1,764,-83.35402966,-83.4785413742:-83.2295179367,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2332,Lafayette,Florida,12,067,12067,8476,15.50000000,8870,16.20000000,6868,1411,38,13,2,1076,418,120,5481,3389,487,541,466,541,813,1424,1363,1225,926,641,331,112,36.10000000,34.90000000,38.70000000,2580,2.63000000,321,303,630,769,84,197,1818,3.10000000,3328,748,1955,625,221.00000000,413.00000000,22340.00000000,396215.00000000,547.76000000,1.90217872,1897463609.41992188,227378.30570495,-83.3540296553411,30.0166565178778
49,1,765,-83.35402966,-83.4785413742:-83.2295179367,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2333,Madison,Florida,12,079,12079,18862,26.40000000,19224,26.90000000,11070,7460,93,47,0,899,302,252,10035,9189,1215,1075,1100,1346,1279,2393,2354,2787,2630,1736,921,388,40.20000000,38.60000000,42.10000000,6985,2.48000000,890,1038,1143,2036,163,830,4778,3.00000000,8481,1496,5187,1798,669.00000000,214.00000000,38497.00000000,77463.00000000,715.73000000,2.17134081,2502319069.66601563,254647.72891777,-83.3540296553411,30.2642890489216
50,1,766,-83.35402966,-83.4785413742:-83.2295179367,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2333,Madison,Florida,12,079,12079,18862,26.40000000,19224,26.90000000,11070,7460,93,47,0,899,302,252,10035,9189,1215,1075,1100,1346,1279,2393,2354,2787,2630,1736,921,388,40.20000000,38.60000000,42.10000000,6985,2.48000000,890,1038,1143,2036,163,830,4778,3.00000000,8481,1496,5187,1798,669.00000000,214.00000000,38497.00000000,77463.00000000,715.73000000,2.17134081,2502319069.66601563,254647.72891777,-83.3540296553411,30.5119215798839
51,1,806,-83.10500622,-83.2295179367:-82.9804944992,29.27375892,29.1499426584:29.3975751896,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2316,Levy,Florida,12,075,12075,41097,36.20000000,40801,36.00000000,34876,3832,170,229,24,3047,879,791,20078,20723,2299,2300,2426,2591,2086,4097,4594,6190,6304,4810,2431,673,45.00000000,44.30000000,45.50000000,16404,2.45000000,2023,2234,2759,5311,478,1349,11067,2.91000000,20123,3719,13155,3249,1053.00000000,159.00000000,59835.00000000,76335.00000000,1134.28000000,8.80001867,3878245959.93164063,1042816.23450187,-83.105006218363,29.2737589242642
52,1,807,-83.10500622,-83.2295179367:-82.9804944992,29.52139146,29.3975751896:29.6452077207,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2329,Dixie,Florida,12,029,12029,16299,22.90000000,16422,23.00000000,14584,1386,69,48,2,512,87,246,8842,7580,865,885,859,880,872,1852,1914,2574,2551,1997,923,250,45.30000000,44.20000000,46.70000000,6316,2.37000000,935,839,1023,2035,195,452,4144,2.88000000,9319,3003,5193,1123,204.00000000,222.00000000,10604.00000000,93684.00000000,713.08000000,5.30698355,2451881431.76171875,629160.26777294,-83.105006218363,29.5213914549563
53,1,808,-83.10500622,-83.2295179367:-82.9804944992,29.76902399,29.6452077207:29.8928402519,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2329,Dixie,Florida,12,029,12029,16299,22.90000000,16422,23.00000000,14584,1386,69,48,2,512,87,246,8842,7580,865,885,859,880,872,1852,1914,2574,2551,1997,923,250,45.30000000,44.20000000,46.70000000,6316,2.37000000,935,839,1023,2035,195,452,4144,2.88000000,9319,3003,5193,1123,204.00000000,222.00000000,10604.00000000,93684.00000000,713.08000000,5.30698355,2451881431.76171875,629160.26777294,-83.105006218363,29.7690239862139
54,1,809,-83.10500622,-83.2295179367:-82.9804944992,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2332,Lafayette,Florida,12,067,12067,8476,15.50000000,8870,16.20000000,6868,1411,38,13,2,1076,418,120,5481,3389,487,541,466,541,813,1424,1363,1225,926,641,331,112,36.10000000,34.90000000,38.70000000,2580,2.63000000,321,303,630,769,84,197,1818,3.10000000,3328,748,1955,625,221.00000000,413.00000000,22340.00000000,396215.00000000,547.76000000,1.90217872,1897463609.41992188,227378.30570495,-83.105006218363,30.0166565178778
55,1,810,-83.10500622,-83.2295179367:-82.9804944992,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2338,Suwannee,Florida,12,121,12121,44733,64.60000000,41551,60.00000000,34299,4754,211,228,15,3596,1271,773,20945,20606,2574,2595,2612,2654,2267,4680,4830,5875,5614,4448,2472,930,42.10000000,39.90000000,44.30000000,15953,2.52000000,1775,2305,2935,5095,560,1336,11035,2.97000000,19164,3211,12003,3950,1266.00000000,153.00000000,84084.00000000,234060.00000000,692.10000000,2.16552694,2407584535.05273438,261893.22155468,-83.105006218363,30.2642890489216
56,1,811,-83.10500622,-83.2295179367:-82.9804944992,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,2337,Hamilton,Florida,12,047,12047,14344,27.60000000,14799,28.50000000,8851,5102,93,76,0,1306,420,257,8721,6078,776,781,822,971,1519,1962,1914,2178,1930,1181,579,186,38.00000000,35.20000000,42.50000000,4617,2.54000000,598,626,811,1343,142,499,3186,3.05000000,5778,1161,3434,1183,292.00000000,246.00000000,28351.00000000,155770.00000000,519.31000000,2.28967636,1817521910.00976563,268694.49476281,-83.105006218363,30.5119215798839
57,1,853,-85.09719372,-85.2217054367:-84.9726819992,29.76902399,29.6452077207:29.8928402519,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,408,Franklin,Florida,12,037,12037,11622,21.40000000,11549,21.30000000,9540,1589,58,26,7,529,133,196,6656,4893,593,525,539,514,692,1799,1486,1716,1670,1281,544,190,42.50000000,39.70000000,46.70000000,4254,2.29000000,602,646,638,1397,131,314,2722,2.79000000,8652,4398,3164,1090,20.00000000,90.00000000,797.00000000,28523.00000000,543.00000000,6.53202074,1876927856.20312500,765124.75423031,-85.0971937177816,29.7690239862139
58,1,854,-85.09719372,-85.2217054367:-84.9726819992,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,410,Liberty,Florida,12,077,12077,8737,10.40000000,8365,9.90000000,6462,1497,89,17,0,518,158,142,5092,3273,462,493,517,493,548,1387,1311,1368,898,539,284,65,37.10000000,36.50000000,38.40000000,2525,2.57000000,305,328,548,713,100,260,1775,3.05000000,3357,832,1909,616,80.00000000,177.00000000,1169.00000000,18750.00000000,843.54000000,3.02967553,2937093874.89453125,359114.30243059,-85.0971937177816,30.0166565178778
59,1,855,-85.09719372,-85.2217054367:-84.9726819992,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,404,Calhoun,Florida,12,013,12013,14630,25.50000000,14625,25.50000000,11818,2011,165,75,12,755,198,346,7955,6670,909,814,886,869,895,1992,2029,2196,1777,1320,693,245,39.70000000,38.60000000,41.40000000,5061,2.52000000,624,747,1027,1443,183,456,3450,3.03000000,5999,938,3887,1174,218.00000000,197.00000000,18907.00000000,91098.00000000,574.40000000,1.87866902,2006643768.86718750,222915.64956449,-85.0971937177816,30.2642890489216
60,1,856,-85.09719372,-85.2217054367:-84.9726819992,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,404,Calhoun,Florida,12,013,12013,14630,25.50000000,14625,25.50000000,11818,2011,165,75,12,755,198,346,7955,6670,909,814,886,869,895,1992,2029,2196,1777,1320,693,245,39.70000000,38.60000000,41.40000000,5061,2.52000000,624,747,1027,1443,183,456,3450,3.03000000,5999,938,3887,1174,218.00000000,197.00000000,18907.00000000,91098.00000000,574.40000000,1.87866902,2006643768.86718750,222915.64956449,-85.0971937177816,30.5119215798839
61,1,857,-85.09719372,-85.2217054367:-84.9726819992,30.75955411,30.6357378455:30.8833703766,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,406,Jackson,Florida,12,063,12063,50086,52.50000000,49746,52.10000000,34373,13231,335,239,51,2143,596,921,27252,22494,2610,2769,2697,3170,3237,6344,7087,7537,6494,4355,2477,969,40.60000000,39.10000000,43.00000000,17417,2.40000000,2258,2769,2957,5078,520,1752,11637,2.92000000,21003,3586,12880,4537,1160.00000000,226.00000000,117569.00000000,79907.00000000,954.70000000,2.25285740,3361882822.60351563,265007.37940557,-85.0971937177816,30.7595541113741
62,1,898,-84.84817028,-84.9726819992:-84.7236585617,29.76902399,29.6452077207:29.8928402519,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,408,Franklin,Florida,12,037,12037,11622,21.40000000,11549,21.30000000,9540,1589,58,26,7,529,133,196,6656,4893,593,525,539,514,692,1799,1486,1716,1670,1281,544,190,42.50000000,39.70000000,46.70000000,4254,2.29000000,602,646,638,1397,131,314,2722,2.79000000,8652,4398,3164,1090,20.00000000,90.00000000,797.00000000,28523.00000000,543.00000000,6.53202074,1876927856.20312500,765124.75423031,-84.8481702808034,29.7690239862139
63,1,899,-84.84817028,-84.9726819992:-84.7236585617,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,410,Liberty,Florida,12,077,12077,8737,10.40000000,8365,9.90000000,6462,1497,89,17,0,518,158,142,5092,3273,462,493,517,493,548,1387,1311,1368,898,539,284,65,37.10000000,36.50000000,38.40000000,2525,2.57000000,305,328,548,713,100,260,1775,3.05000000,3357,832,1909,616,80.00000000,177.00000000,1169.00000000,18750.00000000,843.54000000,3.02967553,2937093874.89453125,359114.30243059,-84.8481702808034,30.0166565178778
64,1,900,-84.84817028,-84.9726819992:-84.7236585617,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,410,Liberty,Florida,12,077,12077,8737,10.40000000,8365,9.90000000,6462,1497,89,17,0,518,158,142,5092,3273,462,493,517,493,548,1387,1311,1368,898,539,284,65,37.10000000,36.50000000,38.40000000,2525,2.57000000,305,328,548,713,100,260,1775,3.05000000,3357,832,1909,616,80.00000000,177.00000000,1169.00000000,18750.00000000,843.54000000,3.02967553,2937093874.89453125,359114.30243059,-84.8481702808034,30.2642890489216
65,1,901,-84.84817028,-84.9726819992:-84.7236585617,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,410,Liberty,Florida,12,077,12077,8737,10.40000000,8365,9.90000000,6462,1497,89,17,0,518,158,142,5092,3273,462,493,517,493,548,1387,1311,1368,898,539,284,65,37.10000000,36.50000000,38.40000000,2525,2.57000000,305,328,548,713,100,260,1775,3.05000000,3357,832,1909,616,80.00000000,177.00000000,1169.00000000,18750.00000000,843.54000000,3.02967553,2937093874.89453125,359114.30243059,-84.8481702808034,30.5119215798839
66,1,937,-85.59524059,-85.7197523117:-85.4707288742,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,0.00040496,403,Bay,Florida,12,005,12005,180035,233.60000000,168852,219.10000000,138731,18180,1153,3353,161,8107,2039,5235,83656,85196,10633,10014,9993,10889,11624,22150,21581,26508,20901,13678,8047,2834,39.40000000,38.20000000,40.60000000,68438,2.41000000,8756,10052,12457,19369,2160,5872,44451,2.92000000,99650,31212,43207,25231,115.00000000,91.00000000,2689.00000000,23632.00000000,770.83000000,8.69770929,2685985794.03906250,1039414.17971911,-85.5952405926362,30.2642890489216
67,1,938,-85.59524059,-85.7197523117:-85.4707288742,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,407,Washington,Florida,12,133,12133,25039,40.60000000,24896,40.40000000,20014,3745,319,134,15,733,149,520,13575,11321,1444,1404,1465,1596,1528,3209,3474,3820,3129,2328,1124,375,40.30000000,38.60000000,42.70000000,8864,2.50000000,1052,1213,1737,2806,300,729,6195,2.97000000,10796,1932,6894,1970,406.00000000,144.00000000,18381.00000000,33369.00000000,616.11000000,2.38920177,2161335259.43554688,284283.78138910,-85.5952405926362,30.5119215798839
68,1,939,-85.59524059,-85.7197523117:-85.4707288742,30.75955411,30.6357378455:30.8833703766,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,407,Washington,Florida,12,133,12133,25039,40.60000000,24896,40.40000000,20014,3745,319,134,15,733,149,520,13575,11321,1444,1404,1465,1596,1528,3209,3474,3820,3129,2328,1124,375,40.30000000,38.60000000,42.70000000,8864,2.50000000,1052,1213,1737,2806,300,729,6195,2.97000000,10796,1932,6894,1970,406.00000000,144.00000000,18381.00000000,33369.00000000,616.11000000,2.38920177,2161335259.43554688,284283.78138910,-85.5952405926362,30.7595541113741
69,1,981,-85.34621716,-85.4707288742:-85.2217054367,30.01665652,29.8928402519:30.1404727831,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,401,Gulf,Florida,12,045,12045,16377,28.20000000,15863,27.30000000,12384,2962,63,46,4,678,119,285,9484,6379,649,649,808,752,926,2360,2366,2573,2193,1506,837,244,42.70000000,40.50000000,46.80000000,5335,2.33000000,723,805,898,1770,174,353,3529,2.83000000,9110,3775,3988,1347,34.00000000,135.00000000,544.00000000,27149.00000000,580.75000000,2.79551331,2010539331.08398438,337961.70613113,-85.346217155658,30.0166565178778
70,1,982,-85.34621716,-85.4707288742:-85.2217054367,30.26428905,30.1404727831:30.3881053143,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,404,Calhoun,Florida,12,013,12013,14630,25.50000000,14625,25.50000000,11818,2011,165,75,12,755,198,346,7955,6670,909,814,886,869,895,1992,2029,2196,1777,1320,693,245,39.70000000,38.60000000,41.40000000,5061,2.52000000,624,747,1027,1443,183,456,3450,3.03000000,5999,938,3887,1174,218.00000000,197.00000000,18907.00000000,91098.00000000,574.40000000,1.87866902,2006643768.86718750,222915.64956449,-85.346217155658,30.2642890489216
71,1,983,-85.34621716,-85.4707288742:-85.2217054367,30.51192158,30.3881053143:30.6357378455,20160702000000.00000000,20160101000000:20170101000000,182.59992981,0.0:365.199859619,-999999.00000000,404,Calhoun,Florida,12,013,12013,14630,25.50000000,14625,25.50000000,11818,2011,165,75,12,755,198,346,7955,6670,909,814,886,869,895,1992,2029,2196,1777,1320,693,245,39.70000000,38.60000000,41.40000000,5061,2.52000000,624,747,1027,1443,183,456,3450,3.03000000,5999,938,3887,1174,218.00000000,197.00000000,18907.00000000,91098.00000000,574.40000000,1.87866902,2006643768.86718750,222915.64956449,-85.346217155658,30.5119215798839
